BUYER_COUNTY,BUYER_STATE,year_x,DOSAGE_UNIT,TOT_POP,drugdensity,densitybins,TOT_MALE,TOT_FEMALE,WA_PER,BA_PER,IA_PER,H_PER,GRNDTOT,Poverty_Percent,Median_Income,ltHS,HS,sCorA,B+,ObesityPercent,democrat,republican,Unemp_Yearly_Rate,crimerate
PIMA,AZ,2012,3670945,993215,3.7,3,488687,504528,85.85,4.01,4.21,35.42,49794,19.9,44745,14.2,22.9,33.75,29.15,21.7,52.65,45.72,7.38,0.05
PINELLAS,FL,2008,3661184,910502,4.02,3,437334,473168,84.96,10.34,0.36,6.8,0,10.9,45899,12.65,29.1,31.75,26.5,25.8,53.6,45.34,5.91173503,0
OKLAHOMA,OK,2012,3646090,743828,4.9,3,363903,379925,71.75,15.81,4.14,15.82,31979,19.1,43623,15.35,25.65,30.7,28.3,30.1,41.67,58.33,4.78,0.04
DALLAS,TX,2006,3644018,2353023,1.55,1,1178903,1174120,72.48,21.05,0.66,35.64,109099.5,16.5,44894,23.35,22.1,26,28.55,26,53.12,46.16,5.27,0.05
PALM BEACH,FL,2008,3628665,1269629,2.86,2,619852,649777,78.75,17.03,0.46,17.34,0,11.7,52807,14.15,25.9,28.65,31.25,20.4,61.18,38.28,5.91173503,0
JEFFERSON,KY,2012,3625900,751865,4.82,3,362937,388928,73.87,21.32,0.24,4.61,37248,18.2,45913,14.25,28.1,29.2,28.55,31.2,54.83,43.71,7.94,0.05
PINELLAS,FL,2009,3558050,908968,3.91,3,436684,472284,84.76,10.45,0.36,7.07,0,13.3,43200,12.65,29.1,31.75,26.5,23.8,53.26,45.65,8.737681398,0
JEFFERSON,AL,2012,3556080,657967,5.4,3,311430,346537,54.35,42.68,0.33,3.75,7632,18.6,43967,14.85,27.35,29.55,28.25,33.7,52.6,46.62,7.41,0.01
JEFFERSON,KY,2010,3542660,741096,4.78,3,357699,383397,74.32,21.07,0.29,4.39,37215,17.3,42535,14.25,28.1,29.2,28.55,33.2,55.17,43.61,10.02,0.05
KING,WA,2006,3530815,1832259,1.93,1,913017,919242,75.82,5.96,1.04,7.12,71421.25,9.6,63291,8.5,17.35,28.95,45.15,20.2,67.62,30.93,3.72,0.04
PALM BEACH,FL,2011,3515840,1336720,2.63,2,646548,690172,77.15,18.11,0.62,19.5,0,15.8,48973,14.15,25.9,28.65,31.25,22.4,58.95,40.45,8.610905865,0
DUVAL,FL,2011,3513016,872297,4.03,3,423048,449249,62.55,30,0.44,7.86,0,17.7,45995,13.95,28.5,32.25,25.3,29.4,48.01,51.2,8.610905865,0
DUVAL,FL,2010,3483430,864263,4.03,3,419425,444838,62.85,29.92,0.45,7.57,0,16.6,46112,13.95,28.5,32.25,25.3,28.4,48.25,51.01,9.298865845,0
SUFFOLK,NY,2007,3482200,1511732,2.3,2,743833,767899,87.15,7.88,0.35,13.13,36961.75,5.3,82961,11.85,29.85,27.1,31.25,23.4,51.44,46.36,3.85,0.02
ALAMEDA,CA,2008,3479660,1468793,2.37,2,725967,742826,56.92,12.78,0.82,21.68,49617.75,10.4,70217,15.05,18.45,26.65,39.8,19.5,78.76,19.25,6.21,0.03
HILLSBOROUGH,FL,2012,3474610,1281712,2.71,2,625828,655884,75.84,17.38,0.51,25.78,0,19.1,46534,15.5,26.95,29,28.55,27.7,52.84,46.15,7.747876585,0
BEXAR,TX,2010,3474162,1714773,2.03,1,840840,873933,86.05,7.95,1.23,58.72,76707,17,47724,19.7,24.85,30.5,25,29.3,51.98,46.95,7.29,0.04
MARION,IN,2010,3469775,903393,3.84,3,435687,467706,67.68,27.18,0.52,9.35,66530,20.8,39393,16.4,28.8,27.25,27.55,31.9,62.02,36.71,10.55,0.07
NASSAU,NY,2011,3449500,1346176,2.56,2,651860,694316,77.77,11.98,0.45,14.99,18843,7,91162,11.15,25.05,24,39.9,22.4,52.35,42.76,6.82,0.01
BROWARD,FL,2012,3441550,1814489,1.9,1,881372,933117,65.69,28.34,0.37,26.47,0,15.2,49564,14.7,27.8,29.5,28,23.6,67.2,32.27,7.747876585,0
ALLEGHENY,PA,2007,3426685,1219953,2.81,2,582757,637196,84.07,12.41,0.15,1.39,46143.75,11.6,46402,9.8,31.15,24.9,34.15,26.3,57.25,41.89,4.13,0.04
SACRAMENTO,CA,2007,3403360,1373330,2.48,2,674404,698926,70.21,10.24,1.2,19.94,48361.75,12.2,56823,14.85,22.7,35.1,27.35,25,56.28,41.95,5.44,0.04
OKLAHOMA,OK,2011,3389500,731010,4.64,3,357428,373582,71.88,15.81,4.14,15.52,30728,19.2,43101,15.35,25.65,30.7,28.3,30.2,41.65,58.35,5.28,0.04
PINELLAS,FL,2007,3378490,912984,3.7,3,438408,474576,85.23,10.19,0.36,6.53,0,11.3,44325,12.65,29.1,31.75,26.5,26.3,52.58,46.4,4.952953714,0
JEFFERSON,AL,2011,3366910,657973,5.12,3,311349,346624,54.63,42.49,0.35,3.84,0,18.7,42053,14.85,27.35,29.55,28.25,32.9,52.49,46.73,9.31,0
MILWAUKEE,WI,2010,3344865,947735,3.53,3,457717,490018,65.89,27.24,0.88,13.3,82074,21.9,40582,16.2,28.8,28.15,26.85,31.3,67.39,31.45,10,0.09
OAKLAND,MI,2012,3341410,1223616,2.73,2,593766,629850,77.18,14.25,0.31,3.65,25299,10.5,63511,8.5,20.65,28.9,41.95,26,53.56,45.51,8.22,0.02
PINELLAS,FL,2006,3319224,918733,3.61,3,440434,478299,85.54,10.02,0.36,6.27,0,12.3,41960,12.65,29.1,31.75,26.5,25.8,51.55,47.45,5.072493647,0
TARRANT,TX,2006,3315487,1665364,1.99,1,824005,841359,79.56,13.92,0.69,24.19,82738.75,12.9,51826,16.65,23.65,30.85,28.85,25.2,40.37,58.91,4.85,0.05
DUVAL,FL,2012,3274804,880095,3.72,3,426447,453648,62.34,30.01,0.44,8.13,0,18,43835,13.95,28.5,32.25,25.3,29.5,47.77,51.38,7.747876585,0
SAN BERNARDINO,CA,2007,3272998,1989303,1.65,1,1003353,985950,80.59,9.08,1.42,46.75,85040.25,12.1,55995,23.3,25.6,33.25,17.85,27.1,49.95,48.15,5.61,0.04
BEXAR,TX,2009,3269985,1646883,1.99,1,807960,838923,87.83,7.56,0.95,57.07,81490,17.7,45315,19.7,24.85,30.5,25,28.3,52.2,46.9,5.95,0.05
WAYNE,MI,2006,3267300,2009120,1.63,1,969439,1039681,54.88,40.7,0.39,4.58,58531.5,19.7,41845,18.7,30.4,30.85,20,32,71.77,27.23,8.22,0.03
OAKLAND,MI,2011,3256990,1212560,2.69,2,588096,624464,77.58,14.14,0.31,3.54,24779,11.2,61961,8.5,20.65,28.9,41.95,26.5,54.3,44.64,9.52,0.02
FRANKLIN,OH,2006,3243990,1110744,2.92,2,541068,569676,74.35,19.87,0.27,3.52,28702.5,16.4,45886,11.85,26.05,26.85,35.25,26.7,57.04,42.05,4.75,0.03
RIVERSIDE,CA,2007,3236665,2054818,1.58,1,1033241,1021577,83.89,6.52,1.38,43.78,61220.75,11.7,57736,21.95,25.55,33.45,19.05,24.5,47.93,50.4,6.03,0.03
JEFFERSON,KY,2009,3233220,722525,4.47,3,347171,375354,76.73,19.73,0.22,3.46,39123,15.8,44516,14.25,28.1,29.2,28.55,33.7,55.34,43.55,7.491666667,0.05
PIMA,AZ,2010,3232315,980263,3.3,2,481437,498826,86.34,3.9,4.13,34.56,65905,17.8,44293,14.2,22.9,33.75,29.15,24.1,52.53,46.04,9.31,0.07
MACOMB,MI,2012,3228560,849727,3.8,3,413087,436640,84.4,9.88,0.34,2.36,17071,12.4,52275,13.9,31.35,33.9,20.9,32.5,51.48,47.49,9.79,0.02
MIAMI-DADE,FL,2010,3220546,2496435,1.29,1,1208364,1288071,77.57,19.43,0.26,65.05,0,20.3,40145,25.55,25.25,24.45,24.75,21.8,59.77,39.83,9.298865845,0
PHILADELPHIA,PA,2007,3197563,1529253,2.09,1,717593,811660,48.25,44.39,0.32,10.74,86576.5,23.5,35431,22.75,33.55,21.2,22.5,29.1,82.44,17.09,6.1,0.06
PINELLAS,FL,2012,3177842,921647,3.45,3,442626,479021,83.64,10.76,0.37,8.46,0,14.1,44819,12.65,29.1,31.75,26.5,24.5,52.24,46.59,7.747876585,0
SUFFOLK,NY,2006,3173960,1507201,2.11,1,740866,766335,87.31,7.81,0.35,12.77,36961.75,6.6,76621,11.85,29.85,27.1,31.25,22.7,50.31,46.16,3.89,0.02
MARION,IN,2009,3151705,891442,3.54,3,430332,461110,70.8,25.52,0.29,7.13,67225,19.7,41201,16.4,28.8,27.25,27.55,30.3,62.91,36.05,9.32,0.08
ERIE,NY,2011,3142400,919747,3.42,3,443853,475894,81.04,13.81,0.7,4.68,38726,15.3,47505,13,28.95,29.4,28.7,28.7,55.66,37.22,7.99,0.04
PALM BEACH,FL,2007,3139460,1264754,2.48,2,617022,647732,79.14,16.75,0.46,16.81,0,10.2,53500,14.15,25.9,28.65,31.25,19.3,60.97,38.47,4.952953714,0
PIMA,AZ,2009,3136015,1019505,3.08,2,502117,517388,88.08,3.69,3.67,34.13,70816,18.9,43243,14.2,22.9,33.75,29.15,25.6,52.48,46.2,9.07,0.07
DUVAL,FL,2009,3132380,854572,3.67,3,415036,439536,65.35,28.78,0.4,7,0,15.3,47002,13.95,28.5,32.25,25.3,28,48.49,50.83,8.737681398,0
ERIE,NY,2010,3128390,919040,3.4,3,442971,476069,81.26,13.79,0.69,4.54,39802,14.3,46773,13,28.95,29.4,28.7,28.9,56.44,38.3,8.31,0.04
MACOMB,MI,2011,3116850,844075,3.69,3,409888,434187,85.09,9.38,0.34,2.31,17017,14.1,50958,13.9,31.35,33.9,20.9,31.9,51.95,46.81,11.14,0.02
ALLEGHENY,PA,2006,3098000,1223319,2.53,2,583515,639804,84.17,12.42,0.15,1.31,46143.75,12.3,43709,9.8,31.15,24.9,34.15,24.8,57.22,41.97,4.45,0.04
OKLAHOMA,OK,2010,3096550,718633,4.31,3,351376,367257,72.1,15.8,4.07,15.1,33115,17.6,42758,15.35,25.65,30.7,28.3,30,41.63,58.37,6.15,0.05
ERIE,NY,2012,3063440,919877,3.33,2,444441,475436,80.87,13.81,0.7,4.82,39164,14.1,50370,13,28.95,29.4,28.7,26.5,54.88,36.14,8.33,0.04
PIMA,AZ,2008,3061390,1010126,3.03,2,497144,512982,88.2,3.65,3.65,33.65,61353.5,15.4,46653,14.2,22.9,33.75,29.15,23.5,52.42,46.36,5.8,0.06
NASSAU,NY,2010,3056000,1339532,2.28,2,647978,691554,78.29,11.79,0.45,14.58,33835,6.2,90294,11.15,25.05,24,39.9,21.6,52.84,43.66,7.13,0.03
BALTIMORE,MD,2011,3018650,812797,3.71,3,384377,428420,65.28,26.8,0.4,4.43,28929,9.6,62309,12.3,27.1,26.45,34.2,28.2,57,40.61,7.68,0.04
MILWAUKEE,WI,2009,3006670,960304,3.13,2,466008,494296,69.37,24.8,0.86,11.83,83961,20.6,42012,16.2,28.8,28.15,26.85,32.3,67.35,31.45,9.45,0.09
ORANGE,FL,2012,3003082,1202594,2.5,2,591671,610923,69.42,22.14,0.55,28.23,0,18.1,45565,15,25.45,30.15,29.4,23.6,58.68,40.44,7.747876585,0
ERIE,NY,2009,2994230,907729,3.3,2,436752,470977,83.37,12.94,0.61,4.24,39468,13.9,46739,13,28.95,29.4,28.7,28.6,57.21,39.38,8.1,0.04
SACRAMENTO,CA,2006,2992410,1362171,2.2,1,668459,693712,70.45,10.23,1.2,19.43,48361.75,12.1,53689,14.85,22.7,35.1,27.35,24.1,54.06,44.44,4.77,0.04
TULSA,OK,2012,2991720,615594,4.86,3,300263,315331,74.24,10.83,6.6,11.4,23306,16,47371,12.95,26.05,32.05,28.9,30.2,36.32,63.68,5.17,0.04
CUYAHOGA,OH,2011,2977170,1270224,2.34,2,603299,666925,64.96,30.22,0.25,4.97,28500,18.8,41609,14.65,29.1,27.9,28.3,28,69.29,29.7,7.58,0.02
HAMILTON,OH,2010,2976052,802374,3.71,3,385221,417153,69.75,25.85,0.26,2.57,26467,18.5,46359,13.4,27.25,26.65,32.75,28.4,52.73,46.08,9.86,0.03
MARION,IN,2008,2968982,883176,3.36,3,426383,456793,70.89,25.5,0.28,6.83,59109.25,16.5,43823,16.4,28.8,27.25,27.55,30.2,63.79,35.4,5.62,0.07
MIAMI-DADE,FL,2011,2948886,2569856,1.15,1,1248490,1321366,77.55,19.4,0.27,65.01,0,20.9,40476,25.55,25.25,24.45,24.75,21,60.71,38.87,8.610905865,0
PIMA,AZ,2007,2940710,996593,2.95,2,490143,506450,88.4,3.57,3.6,33.17,61353.5,14.9,43721,14.2,22.9,33.75,29.15,21.2,52.48,46.43,3.69,0.06
JEFFERSON,AL,2010,2922930,658466,4.44,3,311813,346653,54.92,42.25,0.36,3.87,19528,18.6,41740,14.85,27.35,29.55,28.25,32.2,52.38,46.84,10.33,0.03
OAKLAND,MI,2010,2910220,1202362,2.42,2,583384,618978,78.22,13.78,0.31,3.49,26624,10.3,60392,8.5,20.65,28.9,41.95,26.9,55.05,43.77,11.76,0.02
NASSAU,NY,2009,2908950,1357821,2.14,1,661393,696428,79.65,11.67,0.29,13.17,19756,5.5,92221,11.15,25.05,24,39.9,21.3,53.34,44.55,6.9,0.01
NASSAU,NY,2012,2892774,1349723,2.14,1,654207,695516,77.34,12.15,0.46,15.32,19552,6.9,92543,11.15,25.05,24,39.9,22.7,51.86,41.87,7.05,0.01
CHARLESTON,SC,2007,2880825,343255,8.39,3,166223,177032,64.99,32.02,0.34,3.68,22634.75,15.2,47297,13.75,22.75,27.15,36.3,25.5,51.85,46.8,4.36,0.07
ORANGE,FL,2009,2876050,1086001,2.65,2,541378,544623,71.82,20.95,0.49,25.8,0,14.3,46826,15,25.45,30.15,29.4,26.7,58.92,40.4,8.737681398,0
PHILADELPHIA,PA,2006,2866150,1519895,1.89,1,712328,807567,48.09,44.69,0.31,10.41,86576.5,24.9,33368,22.75,33.55,21.2,22.5,27.9,81.77,17.83,6.22,0.06
BEXAR,TX,2008,2860304,1617128,1.77,1,792826,824302,87.95,7.52,0.94,56.85,76441.75,17.1,45794,19.7,24.85,30.5,25,25.6,52.41,46.85,5.95,0.05
OKLAHOMA,OK,2009,2859692,716892,3.99,3,349275,367617,74.18,15.04,3.95,12.83,34055,17.3,41279,15.35,25.65,30.7,28.3,29.7,41.61,58.39,6.11,0.05
NASSAU,NY,2008,2859130,1353578,2.11,1,658565,695013,80.09,11.47,0.28,12.74,22996.5,4.9,94856,11.15,25.05,24,39.9,21.3,53.83,45.44,4.74,0.02
CUYAHOGA,OH,2012,2854190,1266080,2.25,1,602051,664029,64.78,30.24,0.25,5.12,28217,18.8,41954,14.65,29.1,27.9,28.3,28.6,69.42,29.59,6.77,0.02
JEFFERSON,KY,2008,2849970,717453,3.97,3,343962,373491,76.9,19.64,0.22,3.23,38122,14.6,46745,14.25,28.1,29.2,28.55,31.8,55.51,43.5,6.57,0.05
SAN BERNARDINO,CA,2006,2843485,1970783,1.44,1,992912,977871,80.63,9.18,1.42,45.72,85040.25,13.8,52686,23.3,25.6,33.25,17.85,26.6,47.82,50.55,4.81,0.04
MULTNOMAH,OR,2010,2837720,735334,3.86,3,363645,371689,81.2,5.87,1.52,10.9,26145,18,48018,11.7,20.3,30.8,37.25,22.3,76.03,20.63,9.65,0.04
JEFFERSON,LA,2006,2833790,420065,6.75,3,202515,217550,68.54,26.31,0.53,8.16,22193.25,14.7,44178,17.9,30.7,28.05,23.35,27.7,36.79,62,6.33,0.05
NEW YORK,NY,2011,2819760,1608215,1.75,1,756488,851727,65.32,18.49,1.2,25.6,100912,18.4,65833,17.25,12.95,14.75,55.05,14.7,82.48,14.02,7.82,0.06
RIVERSIDE,CA,2006,2798951,1994262,1.4,1,1002093,992169,84.19,6.46,1.37,42.6,61220.75,12.2,53269,21.95,25.55,33.45,19.05,22.7,45.65,52.91,5.03,0.03
DUVAL,FL,2008,2792510,850038,3.29,2,412169,437869,65.49,28.75,0.41,6.73,0,12.1,50660,13.95,28.5,32.25,25.3,27.3,48.73,50.64,5.91173503,0
BALTIMORE,MD,2010,2781100,805029,3.45,3,380409,424620,65.99,26.39,0.4,4.19,38407,8.2,62300,12.3,27.1,26.45,34.2,27.6,56.74,40.96,8.27,0.05
CUYAHOGA,OH,2010,2780520,1280122,2.17,1,607362,672760,65.21,30.08,0.25,4.79,29960,18.2,41407,14.65,29.1,27.9,28.3,27.2,69.16,29.82,8.52,0.02
PALM BEACH,FL,2012,2759570,1355058,2.04,1,655536,699522,76.71,18.46,0.61,19.99,0,14.5,51217,14.15,25.9,28.65,31.25,22.9,58.21,41.18,7.747876585,0
CHARLESTON,SC,2006,2759390,340333,8.11,3,164754,175579,64.71,32.34,0.33,3.52,22634.75,17.8,43697,13.75,22.75,27.15,36.3,24.8,50.16,48.39,5.02,0.07
TULSA,OK,2011,2753010,609392,4.52,3,297303,312089,74.41,10.9,6.54,11.27,22601,15,46497,12.95,26.05,32.05,28.9,30.5,36.68,63.32,6.06,0.04
OKLAHOMA,OK,2008,2751090,705923,3.9,3,343275,362648,74.26,15.05,3.93,12.36,32469.25,16.1,44144,15.35,25.65,30.7,28.3,28.7,41.59,58.41,3.92,0.05
ALAMEDA,CA,2006,2743089,1437154,1.91,1,708718,728436,57.19,13.31,0.8,20.96,49617.75,11.1,64285,15.05,18.45,26.65,39.8,20.9,77.06,21.3,4.43,0.03
CUYAHOGA,OH,2009,2736450,1276682,2.14,1,607201,669481,67.38,28.52,0.23,4.39,32052,18.9,40254,14.65,29.1,27.9,28.3,28.1,69.02,29.94,8.69,0.03
LEAVENWORTH,KS,2007,2702000,73227,36.9,4,38904,34323,85.37,10.5,0.89,4.73,2578.75,8.2,58850,10.95,31.2,30.8,27.05,27.8,42.59,55.76,5.39,0.04
SALT LAKE,UT,2012,2688658,1064021,2.53,2,534380,529641,89.05,1.89,1.3,17.38,50663,13.3,58743,11.5,23.35,34.6,30.5,25.1,38.28,58.62,5.28,0.05
ERIE,NY,2008,2663380,909915,2.93,2,437600,472315,83.44,12.95,0.61,4.09,39290,13.5,48427,13,28.95,29.4,28.7,26.7,57.99,40.46,5.72,0.04
MACOMB,MI,2010,2660040,840978,3.16,2,408712,432266,85.97,8.71,0.33,2.27,19922,12.7,49348,13.9,31.35,33.9,20.9,30,52.43,46.13,13.87,0.02
HAMILTON,OH,2011,2659184,800567,3.32,2,384566,416001,69.47,25.98,0.25,2.64,25550,18.5,46125,13.4,27.25,26.65,32.75,28.9,52.62,46.11,8.87,0.03
SALT LAKE,UT,2011,2639428,1047557,2.52,2,526541,521016,89.34,1.87,1.28,17.29,51359,14.5,56166,11.5,23.35,34.6,30.5,24.8,40.88,56.11,6.62,0.05
MILWAUKEE,WI,2008,2637600,953976,2.76,2,462360,491616,69.3,24.98,0.85,11.55,81584,17,45902,16.2,28.8,28.15,26.85,30.2,67.3,31.45,5.68,0.09
HAMILTON,OH,2012,2635410,802367,3.28,2,385759,416608,69.29,26.04,0.25,2.71,23303,19.8,46952,13.4,27.25,26.65,32.75,28.9,52.5,46.15,7.38,0.03
JEFFERSON,AL,2009,2635160,665058,3.96,3,314487,350571,56.84,40.48,0.34,2.98,30639,16.5,43312,14.85,27.35,29.55,28.25,32,52.26,46.96,10.76,0.05
OAKLAND,MI,2009,2624040,1204943,2.18,1,589040,615903,79.83,12.84,0.32,3.26,28223,9.7,62626,8.5,20.65,28.9,41.95,27.3,55.79,42.89,13.1,0.02
MARION,IN,2007,2608815,877693,2.97,2,423830,453863,71.02,25.43,0.28,6.51,59109.25,15.6,45160,16.4,28.8,27.25,27.55,28.5,60.48,38.71,4.53,0.07
BEXAR,TX,2007,2604504,1584714,1.64,1,775908,808806,88.08,7.48,0.93,56.53,76441.75,16.4,44587,19.7,24.85,30.5,25,26.3,50.41,48.85,3.98,0.05
NASSAU,NY,2007,2604000,1353061,1.92,1,657797,695264,80.49,11.34,0.27,12.35,22996.5,4.7,89360,11.15,25.05,24,39.9,20.9,53.2,45.14,3.67,0.02
HAMILTON,OH,2009,2585642,855459,3.02,2,410027,445432,71.84,24.58,0.21,2.21,29661,15.2,46509,13.4,27.25,26.65,32.75,27.1,52.85,46.05,9.07,0.03
JEFFERSON,KY,2007,2583240,711601,3.63,3,341576,370025,76.98,19.63,0.22,3.04,38122,14.6,43677,14.25,28.1,29.2,28.55,27.6,54.24,44.82,5.27,0.05
BALTIMORE,MD,2012,2570377,818023,3.14,2,387118,430905,64.74,27.04,0.41,4.58,28476,9.7,62413,12.3,27.1,26.45,34.2,28.2,57.26,40.26,7.34,0.03
NEW YORK,NY,2012,2551150,1624039,1.57,1,765666,858373,65.2,18.39,1.2,25.78,101070,17.8,66739,17.25,12.95,14.75,55.05,14.7,81.4,14.2,8.03,0.06
CONTRA COSTA,CA,2012,2550290,1077731,2.37,2,525493,552238,68.31,9.61,0.98,24.67,27033,11.1,74208,12,18.85,31.3,37.85,22.9,66.36,31.15,8.83,0.03
PIMA,AZ,2006,2549820,975483,2.61,2,479345,496138,88.58,3.49,3.57,32.62,61353.5,15.3,43002,14.2,22.9,33.75,29.15,20,52.53,46.5,4.06,0.06
MULTNOMAH,OR,2011,2527676,749699,3.37,3,370514,379185,80.94,5.83,1.49,10.92,27046,19.4,46989,11.7,20.3,30.8,37.25,22.1,75.7,20.64,8.33,0.04
PALM BEACH,FL,2006,2522836,1265832,1.99,1,616616,649216,79.53,16.5,0.46,16.25,0,10.6,51658,14.15,25.9,28.65,31.25,19.2,60.77,38.66,5.072493647,0
DUVAL,FL,2007,2517140,845625,2.98,2,409774,435851,65.61,28.73,0.41,6.46,0,12.4,49175,13.95,28.5,32.25,25.3,27.5,46.95,52.42,4.952953714,0
TULSA,OK,2010,2513935,603403,4.17,3,294440,308963,74.58,10.99,6.48,11.03,23082,15.8,44231,12.95,26.05,32.05,28.9,30.2,37.05,62.95,7.03,0.04
NEW HAVEN,CT,2012,2506700,864589,2.9,2,416467,448122,79.54,13.88,0.47,15.92,34087,13.3,59217,13.55,30.75,24.65,31.1,26.3,60.65,38.32,9.07,0.04
RUTHERFORD,TN,2009,2506490,255775,9.8,3,126936,128839,82.68,12.88,0.36,6.01,13880,12.4,53983,13.7,30.15,28.75,27.35,29.5,39.04,59.54,9.64,0.05
MULTNOMAH,OR,2012,2497145,760235,3.28,2,375814,384421,80.75,5.82,1.48,10.93,28070,18.3,51580,11.7,20.3,30.8,37.25,20.5,75.37,20.65,7.61,0.04
KERN,CA,2012,2492700,853963,2.92,2,437448,416515,83.05,6.27,2.63,50.3,40532,23.7,45599,28.85,26.55,29.95,14.65,28.5,40.41,57.17,12.63,0.05
HAMILTON,OH,2008,2489586,853462,2.92,2,408711,444751,71.9,24.6,0.21,2.08,26245.25,13.6,50285,13.4,27.25,26.65,32.75,26.9,52.97,46.01,5.66,0.03
KINGS,NY,2011,2478430,2540822,0.98,1,1199927,1340895,49.47,36.15,1.02,19.76,159453,23.6,42437,25.25,26.2,20,28.5,22.7,79.43,16.59,9.56,0.06
STANISLAUS,CA,2012,2473707,520594,4.75,3,257331,263263,84.55,3.23,1.9,43.08,20377,20.1,46324,25.9,27.15,31.5,15.4,32.4,50.03,47.28,14.47,0.04
FRESNO,CA,2012,2470360,945349,2.61,2,471208,474141,77.61,5.89,2.99,51.26,46666,28.2,41563,28.9,21.95,30.3,18.8,28.8,49.89,48.1,14.53,0.05
ERIE,NY,2007,2466312,912133,2.7,2,438297,473836,83.55,12.93,0.61,3.94,39290,13.7,45129,13,28.95,29.4,28.7,26.9,57,40.07,4.68,0.04
BALTIMORE,MD,2009,2451210,788850,3.11,2,376057,412793,68.1,25.67,0.31,3.63,38651,8.3,64629,12.3,27.1,26.45,34.2,27.4,56.48,41.31,7.42,0.05
OKLAHOMA,OK,2007,2440972,699300,3.49,3,340051,359249,74.35,15.09,3.85,11.96,32469.25,15.9,41598,15.35,25.65,30.7,28.3,27.9,40.14,59.86,4.42,0.05
JEFFERSON,AL,2008,2438638,662649,3.68,3,313066,349583,56.99,40.42,0.33,2.83,14449.75,13.8,46269,14.85,27.35,29.55,28.25,31.4,52.15,47.07,5.38,0.02
MULTNOMAH,OR,2009,2437638,727990,3.35,3,359558,368432,83.36,5.33,1.26,10.33,29115,15.1,50604,11.7,20.3,30.8,37.25,24.3,76.36,20.62,10.55,0.04
SAINT LOUIS,MO,2012,2426571,1000742,2.42,2,473879,526863,70.45,23.72,0.21,2.57,79837,12.1,56409,9.4,22.7,28.8,39.1,27.6,56.2,42.51,7.747876585,0.08
NEW YORK,NY,2010,2426260,1585873,1.53,1,744441,841432,65.52,18.55,1.21,25.45,100648,16.6,63188,17.25,12.95,14.75,55.05,15.7,83.57,13.84,8.58,0.06
NASSAU,NY,2006,2413310,1351809,1.79,1,656572,695237,80.79,11.27,0.26,12,22996.5,5.5,85537,11.15,25.05,24,39.9,20,52.57,44.83,3.71,0.02
SALT LAKE,UT,2010,2409050,1029655,2.34,2,517881,511774,89.55,1.84,1.26,17.09,57481,13.7,56664,11.5,23.35,34.6,30.5,24.6,43.47,53.6,7.67,0.06
CUYAHOGA,OH,2008,2396635,1283561,1.87,1,609909,673652,67.42,28.54,0.23,4.26,29682.25,15.9,44324,14.65,29.1,27.9,28.3,28.2,68.89,30.05,6.21,0.02
MILWAUKEE,WI,2007,2384533,952305,2.5,2,461281,491024,69.31,25.06,0.84,11.21,81584,18.2,42865,16.2,28.8,28.15,26.85,29.6,65.91,32.94,5.81,0.09
KNOX,TN,2011,2380830,436744,5.45,3,212408,224336,86.81,8.9,0.35,3.57,24111,14.7,45149,13.3,26.55,27.4,32.75,28.7,35.25,62.88,6.9,0.06
DAVIDSON,TN,2012,2379060,649402,3.66,3,313431,335971,65.71,28.15,0.47,9.8,54531,19,44864,15.25,23.8,26.2,34.8,31.5,58.45,39.87,6.2,0.08
NEW HAVEN,CT,2011,2375520,863827,2.75,2,416070,447757,79.85,13.77,0.46,15.5,34828,12.9,58985,13.55,30.75,24.65,31.1,26.9,60.73,38.2,9.69,0.04
STANISLAUS,CA,2011,2370320,517614,4.58,3,255953,261661,84.69,3.24,1.86,42.55,19486,23.3,44287,25.9,27.15,31.5,15.4,32.1,49.99,47.49,16.37,0.04
TULSA,OK,2009,2368347,602694,3.93,3,294074,308620,77.38,10.82,5.65,9.57,26297,14.6,46143,12.95,26.05,32.05,28.9,29,37.41,62.59,6.52,0.04
MIAMI-DADE,FL,2009,2367060,2499262,0.95,1,1235319,1263943,76.87,19.75,0.39,62.04,0,17.7,41367,25.55,25.25,24.45,24.75,23.9,58.83,40.8,8.737681398,0
MACOMB,MI,2009,2358270,830488,2.84,2,406848,423640,87.13,7.91,0.36,2.37,22126,10.9,50709,13.9,31.35,33.9,20.9,31,52.91,45.45,14.9,0.03
MULTNOMAH,OR,2008,2346820,712983,3.29,2,351903,361080,83.35,5.42,1.24,10.11,27594,14.1,51372,11.7,20.3,30.8,37.25,22.8,76.69,20.61,5.88,0.04
SAINT LOUIS,MO,2011,2344091,999961,2.34,2,473210,526751,70.72,23.58,0.22,2.53,79752,11.9,55131,9.4,22.7,28.8,39.1,28.2,57.03,41.78,8.610905865,0.08
ERIE,NY,2006,2337698,916565,2.55,2,439997,476568,83.57,12.99,0.61,3.81,39290,14.5,42586,13,28.95,29.4,28.7,26.6,56.02,39.69,4.87,0.04
OAKLAND,MI,2008,2331260,1202778,1.94,1,588349,614429,80.25,12.51,0.31,3.2,26231.25,8.6,67669,8.5,20.65,28.9,41.95,26.4,56.53,42.02,6.63,0.02
KERN,CA,2011,2324957,848140,2.74,2,436445,411695,83.06,6.35,2.64,49.83,40940,24.6,44903,28.85,26.55,29.95,14.65,28,40.34,57.35,14.67,0.05
