BUYER_COUNTY,BUYER_STATE,year_x,DOSAGE_UNIT,TOT_POP,drugdensity,densitybins,TOT_MALE,TOT_FEMALE,WA_PER,BA_PER,IA_PER,H_PER,GRNDTOT,Poverty_Percent,Median_Income,ltHS,HS,sCorA,B+,ObesityPercent,democrat,republican,Unemp_Yearly_Rate,crimerate,label,color,FEMALE_PER,HSorLess,CollegeorMore
STEUBEN,NY,2007,192400.0,96438.0,2.0,1,0.49,48755.0,95.66,1.93,0.31,1.46,2702.5,15.0,41519.0,13.65,37.25,28.9,20.25,28.3,39.03,58.75,5.25,0.03,3,Green,0.51,50.9,49.15
HARLAN,KY,2011,192270.0,29121.0,6.6,3,0.49,14934.0,96.3,2.15,0.18,0.77,1572.0,31.5,28721.0,34.95,34.6,20.4,10.15,34.1,19.4,78.96,11.17,0.05,0,Red,0.51,69.55000000000001,30.549999999999997
KNOX,OH,2009,192260.0,59574.0,3.23,2,0.49,30478.0,96.66,1.55,0.27,1.26,2112.0,13.2,45374.0,13.65,41.8,24.8,19.7,28.3,38.48,59.41,9.84,0.04,3,Green,0.51,55.449999999999996,44.5
PITTSBURG,OK,2010,192100.0,45837.0,4.19,3,0.51,22567.0,74.66,3.4,14.15,3.9,1100.0,18.8,38154.0,18.65,36.8,29.95,14.6,34.1,31.27,68.73,8.17,0.02,3,Green,0.49,55.449999999999996,44.55
WASHINGTON,OK,2012,192080.0,51631.0,3.72,3,0.48,26650.0,79.01,2.64,10.65,5.36,1972.0,14.9,48851.0,12.1,33.9,27.65,26.4,29.3,26.09,73.91,4.82,0.04,1,Blue,0.52,46.0,54.05
CARROLL,TN,2011,192060.0,28536.0,6.73,3,0.48,14747.0,87.51,10.21,0.46,2.19,1804.0,22.0,34979.0,25.55,39.95,21.1,13.45,31.9,32.56,65.94,12.1,0.06,0,Red,0.52,65.5,34.55
SCOTT,IN,2008,192060.0,23669.0,8.11,3,0.49,11969.0,97.8,0.83,0.21,1.51,727.0,16.4,41304.0,21.85,42.25,24.95,10.85,28.6,48.11,50.07,6.5,0.03,3,Green,0.51,64.1,35.8
CUMBERLAND,TN,2007,192050.0,53287.0,3.6,3,0.49,27344.0,97.28,1.05,0.37,1.94,3896.75,17.0,36424.0,21.45,36.8,25.65,16.15,27.1,31.82,66.88,5.5,0.07,0,Red,0.51,58.25,41.8
PENNINGTON,SD,2012,192010.0,104222.0,1.84,1,0.5,52014.0,83.78,1.46,10.05,4.53,10969.0,13.5,49033.0,9.35,28.5,34.9,27.3,27.6,34.02,63.49,4.38,0.11,1,Blue,0.5,37.85,62.2
SAN PATRICIO,TX,2010,191920.0,64804.0,2.96,2,0.5,32641.0,95.12,1.83,0.79,54.39,4015.0,21.1,44307.0,25.2,31.1,30.05,13.65,29.2,40.26,58.88,10.5,0.06,3,Green,0.5,56.3,43.7
SAUK,WI,2012,191920.0,62385.0,3.08,2,0.5,31344.0,96.16,0.7,1.4,4.57,5480.0,10.0,52591.0,12.75,36.6,30.1,20.5,30.3,58.68,40.21,6.9,0.09,1,Blue,0.5,49.35,50.6
CRAWFORD,PA,2006,191910.0,89024.0,2.16,1,0.49,45708.0,96.55,2.01,0.24,1.01,2239.75,14.0,36031.0,15.05,46.9,20.5,17.55,28.5,42.93,55.91,5.18,0.03,0,Red,0.51,61.95,38.05
RILEY,KS,2011,191900.0,73419.0,2.61,2,0.52,34961.0,84.86,6.44,0.72,7.09,3126.0,20.6,45558.0,5.15,19.95,31.9,43.0,26.7,43.31,54.06,4.81,0.04,3,Green,0.48,25.1,74.9
FRANKLIN,MA,2012,191830.0,71678.0,2.68,2,0.49,36646.0,94.83,1.32,0.38,3.54,2367.0,11.5,54159.0,9.6,29.55,27.9,32.95,21.6,71.7,24.75,5.95,0.03,1,Blue,0.51,39.15,60.85
HARRISONBURG CITY,VA,2007,191830.0,44102.0,4.35,3,0.48,23001.0,86.93,6.75,0.37,13.43,4006.25,26.7,37118.0,19.65,24.8,22.5,33.05,25.5,53.87,44.88,4.952953714072414,0.09,0,Red,0.52,44.45,55.55
LENAWEE,MI,2008,191550.0,100778.0,1.9,1,0.5,50098.0,94.76,2.9,0.49,7.22,3785.25,13.1,50835.0,12.9,37.7,31.05,18.4,31.4,51.62,46.56,9.43,0.04,1,Blue,0.5,50.6,49.45
HENDERSON,KY,2008,191520.0,45494.0,4.21,3,0.48,23460.0,90.97,7.37,0.2,1.65,3571.25,14.8,42025.0,17.7,36.75,30.25,15.3,32.3,50.6,47.95,6.5,0.08,3,Green,0.52,54.45,45.55
CHAVES,NM,2010,191410.0,65645.0,2.92,2,0.49,33163.0,92.96,2.53,1.9,52.01,5723.0,22.8,34681.0,24.55,26.8,31.0,17.6,30.6,34.8,63.12,7.52,0.09,0,Red,0.51,51.35,48.6
WARREN,TN,2009,191400.0,40450.0,4.73,3,0.49,20476.0,94.14,3.74,0.35,8.44,2233.0,19.1,33836.0,26.75,40.95,20.6,11.75,34.6,37.85,59.98,14.32,0.06,0,Red,0.51,67.7,32.35
WARREN,MS,2011,191370.0,48314.0,3.96,3,0.47,25367.0,50.97,47.02,0.31,2.02,7571.0,22.4,38874.0,17.9,29.35,30.9,21.85,36.9,49.9,49.51,10.16,0.16,3,Green,0.53,47.25,52.75
CENTRE,PA,2008,191320.0,145470.0,1.32,1,0.51,70984.0,90.66,3.42,0.2,2.5,6381.75,14.8,47843.0,9.15,32.15,18.7,40.0,27.6,55.39,43.56,4.29,0.04,3,Green,0.49,41.3,58.7
CRAWFORD,KS,2012,191320.0,39321.0,4.87,3,0.5,19714.0,92.55,2.05,1.11,4.95,1488.0,22.3,35365.0,12.6,29.4,31.65,26.4,34.7,45.67,51.58,6.65,0.04,0,Red,0.5,42.0,58.05
RUSSELL,AL,2007,191300.0,50260.0,3.81,3,0.48,26293.0,56.25,41.16,0.43,3.12,1450.75,21.2,33546.0,25.3,32.7,28.7,13.3,34.8,52.45,46.92,6.06,0.03,0,Red,0.52,58.0,42.0
WAGONER,OK,2011,191260.0,74032.0,2.58,2,0.49,37626.0,77.36,3.73,10.23,4.92,1768.0,12.8,52717.0,14.45,34.6,31.95,19.05,32.3,27.64,72.36,5.88,0.02,1,Blue,0.51,49.05,51.0
NELSON,KY,2012,191200.0,44414.0,4.3,3,0.49,22528.0,92.75,5.07,0.15,2.03,1531.0,17.1,46235.0,15.8,40.9,27.85,15.45,32.4,41.07,57.59,8.28,0.03,3,Green,0.51,56.7,43.3
STEVENS,WA,2009,191200.0,42149.0,4.54,3,0.5,21050.0,89.9,0.81,5.83,3.55,1564.0,16.0,40770.0,12.6,34.45,35.95,16.95,27.3,37.29,59.53,13.03,0.04,3,Green,0.5,47.050000000000004,52.900000000000006
SMITH,TN,2010,191160.0,19166.0,9.97,3,0.49,9727.0,95.92,2.14,0.47,2.18,793.0,20.3,39330.0,24.35,44.25,21.2,10.25,33.0,36.75,61.19,12.28,0.04,3,Green,0.51,68.6,31.45
LAWRENCE,AL,2012,191140.0,33807.0,5.65,3,0.49,17390.0,78.26,11.48,5.8,1.98,148.0,20.0,38524.0,28.2,40.1,22.85,8.85,36.3,35.92,62.88,9.02,0.0,3,Green,0.51,68.3,31.700000000000003
NEZ PERCE,ID,2012,191100.0,39498.0,4.84,3,0.5,19931.0,90.4,0.42,5.88,3.14,2446.0,12.7,45155.0,11.25,31.6,36.4,20.8,32.4,38.29,59.16,5.77,0.06,3,Green,0.5,42.85,57.2
WASHINGTON,LA,2008,191060.0,45500.0,4.2,3,0.49,23287.0,66.91,31.63,0.35,1.7,3077.0,24.1,30725.0,27.6,40.65,20.2,11.55,34.5,32.87,65.59,6.9,0.07,0,Red,0.51,68.25,31.75
MINNEHAHA,SD,2006,191000.0,171211.0,1.12,1,0.5,85925.0,92.82,2.04,2.61,3.35,8400.25,9.3,49708.0,9.8,29.2,32.55,28.45,25.8,45.77,53.05,2.78,0.05,1,Blue,0.5,39.0,61.0
NAPA,CA,2006,190820.0,130877.0,1.46,1,0.5,65535.0,87.95,2.72,0.95,28.33,4948.5,10.3,63586.0,17.45,19.3,32.8,30.5,21.3,62.38,35.87,3.86,0.04,1,Blue,0.5,36.75,63.3
NELSON,KY,2010,190760.0,43437.0,4.39,3,0.49,22069.0,92.85,5.08,0.15,2.04,1674.0,16.0,43330.0,15.8,40.9,27.85,15.45,30.2,41.62,56.73,11.19,0.04,3,Green,0.51,56.7,43.3
LEVY,FL,2012,190710.0,39826.0,4.79,3,0.49,20211.0,87.35,9.55,0.59,7.61,0.0,22.7,32815.0,21.3,39.8,27.65,11.25,32.1,33.26,65.51,7.747876584638352,0.0,0,Red,0.51,61.099999999999994,38.9
KLAMATH,OR,2006,190700.0,66056.0,2.89,2,0.5,32908.0,91.01,0.97,4.19,9.85,2138.75,18.4,37045.0,15.55,32.35,34.65,17.4,27.8,29.05,68.57,6.66,0.03,0,Red,0.5,47.900000000000006,52.05
GILA,AZ,2010,190630.0,53597.0,3.56,3,0.5,26964.0,82.44,0.49,15.05,17.89,3580.0,19.8,37430.0,18.4,28.1,37.1,16.45,26.3,35.52,62.8,12.52,0.07,0,Red,0.5,46.5,53.55
SMYTH,VA,2010,190630.0,32208.0,5.92,3,0.49,16503.0,96.65,2.06,0.14,1.64,1777.0,18.7,35437.0,24.75,36.15,26.55,12.55,31.4,33.55,64.56,12.12,0.06,0,Red,0.51,60.9,39.1
ROCK ISLAND,IL,2006,190600.0,146320.0,1.3,1,0.49,74851.0,88.99,7.85,0.36,10.08,0.0,13.6,43527.0,14.3,32.4,33.35,19.9,26.6,59.35,39.73,4.27,0.0,3,Green,0.51,46.7,53.25
SAINT MARY,LA,2010,190550.0,54650.0,3.49,3,0.49,27658.0,61.81,32.76,1.9,5.34,4588.0,20.6,40193.0,27.15,43.6,19.2,10.0,38.0,40.38,58.15,9.298865844544112,0.08,3,Green,0.51,70.75,29.2
LENAWEE,MI,2007,190530.0,101286.0,1.88,1,0.5,50362.0,94.98,2.75,0.48,7.24,3785.25,10.6,50997.0,12.9,37.7,31.05,18.4,30.2,49.77,48.57,7.97,0.04,1,Blue,0.5,50.6,49.45
DOUGHERTY,GA,2010,190380.0,94565.0,2.01,1,0.46,50638.0,30.28,67.42,0.25,2.19,6613.0,35.1,31200.0,21.8,28.65,30.25,19.25,38.1,68.31,31.24,9.298865844544112,0.07,0,Red,0.54,50.45,49.5
CASS,ND,2011,190310.0,153286.0,1.24,1,0.5,75993.0,91.95,2.65,1.23,2.03,5540.0,12.4,52444.0,7.4,21.55,36.25,34.8,26.6,48.42,48.83,3.28,0.04,1,Blue,0.5,28.950000000000003,71.05
POTTAWATTAMIE,IA,2008,190300.0,90031.0,2.11,1,0.49,45878.0,96.3,1.4,0.51,4.77,4967.0,11.6,49817.0,13.15,36.65,32.1,18.1,29.5,48.29,50.18,4.26,0.06,1,Blue,0.51,49.8,50.2
IBERIA,LA,2010,190260.0,73240.0,2.6,2,0.49,37484.0,63.51,32.33,0.39,3.14,1656.0,23.0,40914.0,27.3,41.0,19.75,11.95,36.9,36.99,61.62,8.64,0.02,3,Green,0.51,68.3,31.7
GREENE,AR,2011,190210.0,42757.0,4.45,3,0.49,21776.0,97.32,0.6,0.52,2.29,3089.0,17.4,37893.0,20.65,41.55,24.3,13.5,33.9,30.14,65.2,9.73,0.07,3,Green,0.51,62.199999999999996,37.8
SMYTH,VA,2009,190180.0,31720.0,6.0,3,0.49,16246.0,95.7,2.76,0.22,1.56,2122.0,17.8,35614.0,24.75,36.15,26.55,12.55,32.3,34.01,64.05,8.03,0.07,0,Red,0.51,60.9,39.1
FOND DU LAC,WI,2008,190160.0,99957.0,1.9,1,0.49,50887.0,96.12,1.47,0.5,3.46,5204.75,8.0,53499.0,12.0,38.65,29.5,19.9,29.6,44.84,53.83,4.81,0.05,1,Blue,0.51,50.65,49.4
BEAUFORT,NC,2012,190130.0,47418.0,4.01,3,0.48,24575.0,71.69,25.62,0.89,7.15,2246.0,19.0,38256.0,19.55,33.7,29.0,17.8,32.9,39.94,59.17,10.56,0.05,3,Green,0.52,53.25,46.8
MORGAN,IN,2006,190100.0,69757.0,2.73,2,0.5,34994.0,97.55,0.81,0.28,1.21,2086.25,9.6,53515.0,15.7,43.25,26.75,14.35,28.9,30.7,68.34,4.55,0.03,1,Blue,0.5,58.95,41.1
MUHLENBERG,KY,2010,190080.0,31499.0,6.03,3,0.51,15590.0,94.14,4.58,0.15,1.17,968.0,21.0,37614.0,27.15,41.75,21.45,9.7,34.2,42.86,55.48,10.95,0.03,0,Red,0.49,68.9,31.15
FAYETTE,IN,2012,190040.0,23949.0,7.94,3,0.49,12194.0,97.03,1.45,0.15,1.03,813.0,17.2,39998.0,22.15,45.0,23.4,9.45,31.9,40.23,57.09,11.12,0.03,3,Green,0.51,67.15,32.849999999999994
POLK,OR,2012,189950.0,76223.0,2.49,2,0.48,39278.0,90.98,0.75,2.5,12.52,2382.0,16.2,49636.0,11.9,25.1,34.95,27.95,34.0,46.21,50.54,8.88,0.03,1,Blue,0.52,37.0,62.900000000000006
JACKSON,IL,2010,189930.0,60218.0,3.15,2,0.51,29542.0,79.36,14.49,0.47,3.99,0.0,23.5,32739.0,11.35,24.75,29.9,34.1,27.9,57.59,39.51,8.22,0.0,0,Red,0.49,36.1,64.0
HARALSON,GA,2008,189900.0,28826.0,6.59,3,0.49,14757.0,90.84,7.24,0.3,1.7,913.0,19.2,39707.0,29.0,36.45,22.95,11.55,27.8,20.26,78.02,5.911735029940126,0.03,3,Green,0.51,65.45,34.5
MADISON,NY,2011,189880.0,72879.0,2.61,2,0.49,37093.0,95.36,1.85,0.74,1.89,2394.0,11.9,49326.0,12.8,33.8,29.15,24.3,28.2,47.66,44.18,8.17,0.03,1,Blue,0.51,46.599999999999994,53.45
BRYAN,OK,2009,189840.0,40750.0,4.66,3,0.49,20744.0,80.06,2.94,12.05,6.04,2559.0,22.1,35502.0,19.45,32.4,27.9,20.2,32.8,31.14,68.86,5.22,0.06,0,Red,0.51,51.849999999999994,48.099999999999994
LEBANON,PA,2009,189830.0,130209.0,1.46,1,0.49,66287.0,95.01,2.64,0.22,7.91,4252.0,9.0,50334.0,17.25,45.05,19.85,17.9,31.0,38.81,60.03,6.7,0.03,1,Blue,0.51,62.3,37.75
TWIN FALLS,ID,2007,189800.0,72960.0,2.6,2,0.5,36812.0,96.21,0.52,0.95,12.17,3454.0,12.8,39977.0,15.5,29.45,37.45,17.55,27.2,28.92,68.97,2.78,0.05,3,Green,0.5,44.95,55.0
FRANKLIN,TN,2007,189640.0,41261.0,4.6,3,0.49,20975.0,91.97,5.95,0.31,2.44,2544.25,11.8,41528.0,20.3,37.0,24.75,17.95,30.1,39.88,58.71,4.92,0.06,3,Green,0.51,57.3,42.7
COFFEE,GA,2007,189480.0,40383.0,4.69,3,0.5,20029.0,70.2,27.54,0.58,10.0,2910.75,21.9,33666.0,28.45,35.55,23.95,12.05,31.1,34.32,65.25,4.952953714072414,0.07,0,Red,0.5,64.0,36.0
MAYES,OK,2007,189450.0,39710.0,4.77,3,0.5,19965.0,71.97,1.34,19.72,3.65,1629.25,16.8,38040.0,18.9,38.45,28.9,13.75,31.9,37.24,62.76,4.31,0.04,3,Green,0.5,57.35,42.65
LEA,NM,2011,189430.0,65130.0,2.91,2,0.51,31872.0,92.0,4.33,1.65,52.33,2417.0,18.6,46176.0,30.0,29.6,28.0,12.35,33.3,24.84,73.21,5.58,0.04,3,Green,0.49,59.6,40.35
RENO,KS,2008,189400.0,63334.0,2.99,2,0.5,31509.0,93.79,3.28,0.76,6.91,2995.75,12.5,42597.0,14.8,29.75,36.85,18.65,31.4,37.4,60.77,4.12,0.05,3,Green,0.5,44.55,55.5
JESSAMINE,KY,2010,189390.0,48586.0,3.9,3,0.49,24918.0,93.9,3.14,0.28,2.78,3497.0,16.1,43503.0,17.25,30.85,26.15,25.75,32.5,29.96,68.41,8.48,0.07,3,Green,0.51,48.1,51.9
WARREN,MS,2012,189390.0,48216.0,3.93,3,0.47,25336.0,50.41,47.53,0.3,2.0,7580.0,23.4,38911.0,17.9,29.35,30.9,21.85,35.8,50.42,48.89,9.06,0.16,3,Green,0.53,47.25,52.75
WAYNE,IN,2006,189230.0,68551.0,2.76,2,0.48,35458.0,92.44,5.22,0.23,1.99,2869.0,14.2,39105.0,18.2,38.6,27.25,15.95,27.1,43.04,55.47,5.89,0.04,3,Green,0.52,56.8,43.2
PLATTE,MO,2009,189200.0,90606.0,2.09,1,0.49,45874.0,90.07,5.7,0.51,4.55,2515.0,6.5,65877.0,6.5,24.2,31.85,37.4,28.4,45.15,53.52,7.7,0.03,2,Yellow,0.51,30.7,69.25
WAYNESBORO CITY,VA,2010,189200.0,21006.0,9.01,3,0.48,11000.0,85.05,10.92,0.38,6.36,1463.0,17.5,40256.0,18.15,33.25,27.1,21.45,29.4,43.89,54.42,9.298865844544112,0.07,3,Green,0.52,51.4,48.55
WOOD,WI,2008,189200.0,73819.0,2.56,2,0.49,37457.0,95.85,0.73,0.81,1.76,5379.75,8.0,46459.0,11.3,39.55,30.1,19.0,27.5,55.59,42.46,5.44,0.07,3,Green,0.51,50.849999999999994,49.1
FAYETTE,WV,2009,189160.0,46218.0,4.09,3,0.5,23118.0,93.26,5.03,0.31,1.01,1243.0,21.6,31920.0,24.6,41.75,20.95,12.7,33.8,45.37,52.64,8.43,0.03,0,Red,0.5,66.35,33.65
EVANGELINE,LA,2011,189070.0,33839.0,5.59,3,0.51,16726.0,69.82,28.51,0.32,2.51,992.0,26.4,32099.0,35.25,34.5,19.05,11.2,35.2,34.51,63.75,8.42,0.03,0,Red,0.49,69.75,30.25
AUTAUGA,AL,2007,189050.0,49835.0,3.79,3,0.49,25632.0,77.93,19.68,0.51,2.37,1280.75,10.4,50375.0,16.8,33.7,28.0,21.5,30.0,25.25,74.12,3.32,0.03,1,Blue,0.51,50.5,49.5
ORANGE,NC,2011,189050.0,134815.0,1.4,1,0.48,70519.0,77.71,12.17,0.62,8.04,4460.0,17.0,56792.0,9.9,15.55,20.1,54.55,21.3,70.62,27.81,6.54,0.03,1,Blue,0.52,25.450000000000003,74.65
WASHINGTON,NY,2011,189040.0,63074.0,3.0,2,0.52,30447.0,95.08,3.16,0.25,2.34,2084.0,14.1,48555.0,16.2,39.7,27.0,17.05,29.0,48.09,43.98,8.11,0.03,1,Blue,0.48,55.900000000000006,44.05
SALINE,IL,2012,189030.0,24910.0,7.59,3,0.49,12648.0,93.26,3.98,0.41,1.49,0.0,21.0,38056.0,18.55,30.2,37.05,14.25,32.1,34.52,63.49,9.01,0.0,3,Green,0.51,48.75,51.3
FENTRESS,TN,2011,188990.0,17994.0,10.5,4,0.49,9162.0,98.32,0.32,0.29,1.23,895.0,27.1,28666.0,32.55,40.7,16.7,10.0,37.5,23.77,74.8,11.39,0.05,0,Red,0.51,73.25,26.7
NATRONA,WY,2009,188990.0,74641.0,2.53,2,0.5,37237.0,94.99,1.35,1.56,6.58,7927.0,9.5,55179.0,9.75,30.0,38.8,21.4,27.3,30.39,66.17,6.58,0.11,1,Blue,0.5,39.75,60.199999999999996
MARION,WV,2008,188950.0,56747.0,3.33,2,0.48,29337.0,94.95,3.43,0.23,1.12,1481.25,18.8,35630.0,15.7,40.05,25.25,19.0,31.3,49.21,48.72,3.58,0.03,0,Red,0.52,55.75,44.25
SAN PATRICIO,TX,2009,188940.0,67453.0,2.8,2,0.5,33664.0,93.09,3.53,0.96,53.49,4721.0,16.3,45152.0,25.2,31.1,30.05,13.65,29.7,40.82,58.42,7.646000000000001,0.07,3,Green,0.5,56.3,43.7
SAINT JOSEPH,MI,2011,188930.0,61057.0,3.09,2,0.5,30724.0,94.18,2.64,0.55,6.81,2119.0,20.3,40796.0,17.5,38.1,30.3,14.05,34.1,44.48,54.23,8.610905864774008,0.03,3,Green,0.5,55.6,44.35
BUCHANAN,VA,2009,188880.0,22839.0,8.27,3,0.51,11127.0,94.96,3.91,0.12,0.81,1812.0,26.5,30005.0,37.75,31.95,20.9,9.4,33.7,42.91,55.67,7.001666666666666,0.08,0,Red,0.49,69.7,30.299999999999997
CASS,ND,2012,188850.0,157405.0,1.2,1,0.51,77903.0,91.52,2.94,1.25,2.11,6178.0,10.9,51995.0,7.4,21.55,36.25,34.8,27.3,47.0,49.9,2.96,0.04,1,Blue,0.49,28.950000000000003,71.05
BROWN,TX,2009,188700.0,38055.0,4.96,3,0.5,19152.0,92.16,4.97,0.76,20.53,2252.0,17.9,35876.0,19.9,36.45,27.25,16.4,30.8,17.5,81.53,6.3420000000000005,0.06,0,Red,0.5,56.35,43.65
MARTINSVILLE CITY,VA,2006,188700.0,14703.0,12.83,4,0.45,8067.0,56.96,41.13,0.18,3.99,1357.25,20.2,30550.0,25.3,29.65,26.35,18.75,28.6,58.83,40.37,5.0724936472346815,0.09,0,Red,0.55,54.95,45.1
PICKAWAY,OH,2010,188700.0,55698.0,3.39,3,0.52,26467.0,94.84,3.4,0.2,1.06,1094.0,12.7,49926.0,17.7,43.1,24.8,14.35,33.0,39.2,59.08,10.57,0.02,1,Blue,0.48,60.8,39.15
DUPLIN,NC,2011,188660.0,59201.0,3.19,2,0.49,30119.0,70.2,26.28,1.33,20.71,790.0,20.2,35587.0,30.45,32.15,26.8,10.65,34.0,44.16,55.19,9.48,0.01,0,Red,0.51,62.599999999999994,37.45
BERKELEY,WV,2007,188620.0,99777.0,1.89,1,0.5,50098.0,90.71,6.69,0.3,2.95,5430.5,10.1,52566.0,17.1,39.2,25.75,17.9,32.8,41.23,57.67,4.11,0.05,1,Blue,0.5,56.300000000000004,43.65
SAN PATRICIO,TX,2007,188620.0,67838.0,2.78,2,0.5,33898.0,93.33,3.41,0.9,52.55,4178.75,17.4,40506.0,25.2,31.1,30.05,13.65,27.1,40.14,59.28,4.72,0.06,3,Green,0.5,56.3,43.7
FOND DU LAC,WI,2009,188600.0,100065.0,1.88,1,0.49,50965.0,96.05,1.51,0.49,3.57,5903.0,9.5,50678.0,12.0,38.65,29.5,19.9,30.8,44.11,54.58,8.99,0.06,1,Blue,0.51,50.65,49.4
SAUK,WI,2009,188600.0,58888.0,3.2,2,0.5,29613.0,96.42,0.83,1.29,3.16,6054.0,8.7,50566.0,12.75,36.6,30.1,20.5,29.9,60.26,38.37,8.28,0.1,1,Blue,0.5,49.35,50.6
TROUP,GA,2009,188600.0,64617.0,2.92,2,0.49,33154.0,63.8,33.93,0.23,3.49,6319.0,21.2,40329.0,21.7,34.6,25.4,18.25,32.8,40.28,58.95,8.737681398252178,0.1,3,Green,0.51,56.3,43.65
LEE,VA,2012,188590.0,25420.0,7.42,3,0.52,12161.0,94.65,3.86,0.41,1.69,824.0,28.4,30606.0,32.4,32.65,24.6,10.3,27.9,26.91,71.34,8.23,0.03,0,Red,0.48,65.05,34.900000000000006
CHRISTIAN,KY,2008,188500.0,79556.0,2.37,2,0.52,38575.0,74.77,21.33,0.55,6.4,5633.75,20.6,37775.0,18.6,33.3,33.5,14.65,29.4,38.98,60.14,8.33,0.07,0,Red,0.48,51.9,48.15
SCOTT,KY,2009,188500.0,45790.0,4.12,3,0.49,23392.0,92.06,5.6,0.27,2.8,392.0,13.1,58595.0,14.8,32.2,28.8,24.2,32.8,38.47,60.2,6.333333333333333,0.01,1,Blue,0.51,47.0,53.0
GEORGETOWN,SC,2007,188490.0,60449.0,3.12,2,0.48,31449.0,64.61,33.8,0.26,2.84,2866.5,17.7,41421.0,19.15,29.45,27.85,23.55,30.3,46.4,52.45,6.18,0.05,3,Green,0.52,48.599999999999994,51.400000000000006
GENESEE,NY,2010,188460.0,60079.0,3.14,2,0.5,30323.0,93.78,2.81,1.14,2.69,2221.0,12.1,47387.0,12.25,37.0,31.9,18.85,28.7,38.4,55.12,8.02,0.04,3,Green,0.5,49.25,50.75
CHRISTIAN,MO,2007,188390.0,73319.0,2.57,2,0.49,37299.0,96.15,1.28,0.69,2.7,2307.25,10.4,47431.0,11.2,32.75,31.55,24.4,27.8,30.86,68.12,3.87,0.03,3,Green,0.51,43.95,55.95
WOOD,TX,2007,188380.0,42274.0,4.46,3,0.49,21569.0,90.87,6.92,0.73,8.52,1257.5,11.9,40592.0,19.1,33.85,31.75,15.25,27.5,22.87,76.55,4.18,0.03,3,Green,0.51,52.95,47.0
RHEA,TN,2008,188360.0,31061.0,6.06,3,0.49,15959.0,95.05,2.94,0.45,3.32,1859.25,17.9,37437.0,28.7,35.45,24.2,11.65,31.3,26.18,72.41,7.98,0.06,0,Red,0.51,64.15,35.85
CLAY,KY,2012,188350.0,21527.0,8.75,3,0.53,10031.0,94.46,4.27,0.17,1.94,1011.0,42.0,22834.0,43.8,31.1,16.4,8.75,33.2,15.05,83.65,13.99,0.05,0,Red,0.47,74.9,25.15
CHESTERFIELD,SC,2009,188200.0,43110.0,4.37,3,0.48,22337.0,64.53,33.47,0.46,3.6,2150.0,23.6,32267.0,29.15,37.65,22.7,10.5,34.8,47.95,50.96,16.5,0.05,0,Red,0.52,66.8,33.2
HAMPTON CITY,VA,2006,188200.0,145584.0,1.29,1,0.5,73497.0,49.78,45.43,0.4,4.12,9762.75,12.1,46272.0,11.9,27.75,36.6,23.7,32.6,63.24,36.06,5.0724936472346815,0.07,3,Green,0.5,39.65,60.3
STEVENS,WA,2008,188200.0,42140.0,4.47,3,0.5,21066.0,90.07,0.72,5.81,3.51,1287.75,15.0,44513.0,12.6,34.45,35.95,16.95,26.4,38.04,58.78,8.46,0.03,3,Green,0.5,47.050000000000004,52.900000000000006
MUHLENBERG,KY,2012,188190.0,31390.0,6.0,3,0.51,15456.0,93.85,4.7,0.17,1.27,1037.0,19.9,38388.0,27.15,41.75,21.45,9.7,36.9,37.45,60.93,9.78,0.03,3,Green,0.49,68.9,31.15
SAINT MARY,LA,2008,188100.0,51072.0,3.68,3,0.49,26044.0,62.99,32.8,1.41,3.51,4367.75,18.5,39856.0,27.15,43.6,19.2,10.0,35.2,40.8,57.56,5.911735029940126,0.09,3,Green,0.51,70.75,29.2
KOSCIUSKO,IN,2010,188000.0,77358.0,2.43,2,0.5,38892.0,96.94,0.79,0.37,7.28,2297.0,13.4,47811.0,16.8,38.7,25.95,18.6,30.8,26.74,71.52,11.04,0.03,3,Green,0.5,55.5,44.55
JEFFERSON,NY,2008,187940.0,117091.0,1.61,1,0.52,55895.0,89.36,6.95,0.64,5.95,4139.0,14.6,44263.0,13.4,34.95,32.9,18.7,27.6,46.76,52.05,6.85,0.04,3,Green,0.48,48.35,51.599999999999994
COFFEE,TN,2006,187880.0,51459.0,3.65,3,0.49,26394.0,93.46,4.16,0.33,3.31,2538.5,17.3,38106.0,19.85,35.4,26.5,18.2,28.1,37.59,61.1,5.48,0.05,3,Green,0.51,55.25,44.7
BURLEIGH,ND,2012,187830.0,85745.0,2.19,1,0.49,43474.0,92.68,0.83,4.3,1.52,5697.0,6.8,62104.0,9.2,23.55,35.4,31.9,29.4,32.55,64.42,2.84,0.07,1,Blue,0.51,32.75,67.3
ROCK ISLAND,IL,2009,187810.0,146603.0,1.28,1,0.49,74555.0,88.05,8.43,0.39,10.89,0.0,11.2,48668.0,14.3,32.4,33.35,19.9,27.5,61.34,37.4,9.21,0.0,1,Blue,0.51,46.7,53.25
CHEMUNG,NY,2009,187800.0,88290.0,2.13,1,0.5,44350.0,90.58,6.41,0.29,2.77,4041.0,15.8,43223.0,13.75,35.7,28.7,21.85,26.6,48.18,49.05,8.91,0.05,3,Green,0.5,49.45,50.55
CHELAN,WA,2008,187700.0,71529.0,2.62,2,0.5,35737.0,94.8,0.69,1.4,23.62,2664.25,12.0,45092.0,19.0,26.6,30.25,24.1,22.6,43.12,55.09,6.01,0.04,3,Green,0.5,45.6,54.35
