BUYER_COUNTY,BUYER_STATE,year_x,DOSAGE_UNIT,TOT_POP,drugdensity,densitybins,TOT_MALE,TOT_FEMALE,WA_PER,BA_PER,IA_PER,H_PER,GRNDTOT,Poverty_Percent,Median_Income,ltHS,HS,sCorA,B+,ObesityPercent,democrat,republican,Unemp_Yearly_Rate,crimerate,label,color,FEMALE_PER,HSorLess,CollegeorMore
BARAGA,MI,2010,32700.0,8860.0,3.69,3,0.55,3997.0,75.19,7.18,13.12,0.97,280.0,14.1,38819.0,16.55,41.1,29.2,13.2,32.0,46.22,52.06,19.31,0.03,3,Green,0.45,57.650000000000006,42.4
CROSS,AR,2012,32700.0,17704.0,1.85,1,0.48,9182.0,75.08,22.93,0.31,1.65,261.0,19.9,35839.0,25.65,40.9,21.65,11.85,37.7,34.11,63.9,7.95,0.01,0,Red,0.52,66.55,33.5
FLEMING,KY,2010,32700.0,14348.0,2.28,2,0.49,7307.0,97.57,1.34,0.08,1.04,277.0,18.9,33141.0,28.05,37.35,23.45,11.1,35.7,36.06,62.11,11.51,0.02,0,Red,0.51,65.4,34.55
NOTTOWAY,VA,2009,32700.0,15889.0,2.06,1,0.52,7598.0,59.5,38.78,0.17,3.14,786.0,20.3,36381.0,29.5,34.75,23.4,12.4,32.4,48.84,50.0,5.733333333333333,0.05,0,Red,0.48,64.25,35.8
NOTTOWAY,VA,2010,32700.0,15853.0,2.06,1,0.53,7482.0,58.22,39.73,0.61,3.84,670.0,20.8,36975.0,29.5,34.75,23.4,12.4,36.1,48.84,49.94,7.59,0.04,0,Red,0.47,64.25,35.8
SUNFLOWER,MS,2010,32700.0,29450.0,1.11,1,0.53,13724.0,25.91,73.11,0.23,1.37,2319.0,39.2,26921.0,34.25,27.5,25.0,13.25,43.9,71.64,27.59,15.47,0.08,0,Red,0.47,61.75,38.25
WORTH,GA,2007,32700.0,21347.0,1.53,1,0.48,11099.0,68.18,30.2,0.42,1.79,935.75,18.3,37643.0,26.8,38.6,24.75,9.8,30.2,30.33,69.16,4.952953714072414,0.04,0,Red,0.52,65.4,34.55
HENRY,KY,2007,32690.0,15771.0,2.07,1,0.5,7901.0,94.48,3.75,0.32,3.18,491.0,14.6,44209.0,21.5,44.6,23.55,10.35,30.6,38.64,59.98,5.3,0.03,3,Green,0.5,66.1,33.9
GRIMES,TX,2012,32660.0,26683.0,1.22,1,0.54,12172.0,80.95,16.44,0.79,22.33,970.0,19.9,42674.0,26.85,34.15,27.05,12.0,31.7,27.19,71.4,6.57,0.04,3,Green,0.46,61.0,39.05
JEFFERSON DAVIS,MS,2007,32630.0,12712.0,2.57,2,0.47,6699.0,41.07,57.53,0.26,1.5,356.25,29.0,26133.0,28.95,35.35,23.1,12.7,35.9,58.27,40.87,7.0,0.03,0,Red,0.53,64.3,35.8
WARREN,IL,2011,32630.0,17839.0,1.83,1,0.49,9115.0,95.06,2.21,0.38,8.65,0.0,14.2,44818.0,14.9,36.55,28.4,20.05,31.6,52.26,46.15,7.28,0.0,3,Green,0.51,51.449999999999996,48.45
MEIGS,TN,2008,32610.0,11892.0,2.74,2,0.5,5973.0,95.75,2.7,0.4,1.49,676.5,20.8,35240.0,27.05,41.35,23.2,8.4,31.9,32.38,66.01,8.86,0.06,0,Red,0.5,68.4,31.6
FRANKLIN CITY,VA,2009,32600.0,8795.0,3.71,3,0.45,4821.0,46.77,50.27,0.33,2.46,607.0,17.7,35855.0,23.55,27.45,28.1,20.85,32.4,64.0,35.28,8.737681398252178,0.07,0,Red,0.55,51.0,48.95
HANCOCK,TN,2008,32600.0,6598.0,4.94,3,0.5,3323.0,97.59,0.91,0.26,0.67,425.0,30.8,23526.0,33.5,37.3,19.1,10.2,30.4,26.95,70.86,8.24,0.06,0,Red,0.5,70.8,29.3
HARRISON,OH,2011,32600.0,15787.0,2.06,1,0.49,7989.0,96.07,2.08,0.18,0.67,206.0,17.4,37057.0,17.0,49.1,23.9,9.95,28.5,42.81,54.64,10.62,0.01,0,Red,0.51,66.1,33.849999999999994
HUMBOLDT,NV,2009,32600.0,18236.0,1.79,1,0.52,8737.0,90.98,1.2,4.79,24.2,587.0,11.5,57309.0,19.2,32.95,33.15,14.7,29.8,32.84,64.06,7.29,0.03,1,Blue,0.48,52.150000000000006,47.849999999999994
MILLS,IA,2012,32600.0,14873.0,2.19,1,0.5,7415.0,97.64,0.49,0.38,2.65,542.0,10.1,56968.0,12.1,35.9,32.45,19.55,33.6,39.49,58.46,4.6,0.04,1,Blue,0.5,48.0,52.0
SEMINOLE,GA,2008,32600.0,9063.0,3.6,3,0.48,4740.0,63.64,34.64,0.38,5.02,404.5,23.1,28676.0,24.05,38.85,25.3,11.85,30.4,41.54,57.93,5.911735029940126,0.04,0,Red,0.52,62.900000000000006,37.15
SOMERVELL,TX,2009,32600.0,8121.0,4.01,3,0.49,4104.0,94.34,2.15,1.23,18.0,450.0,10.2,53646.0,18.45,31.25,31.6,18.6,28.8,21.3,77.11,6.336,0.06,1,Blue,0.51,49.7,50.2
WOODRUFF,AR,2009,32600.0,7282.0,4.48,3,0.48,3796.0,68.88,28.48,0.54,1.85,1253.0,27.4,26754.0,31.15,39.5,19.65,9.7,33.9,50.83,44.19,11.02,0.17,0,Red,0.52,70.65,29.349999999999998
WRIGHT,IA,2010,32600.0,13229.0,2.46,2,0.5,6654.0,97.94,0.48,0.2,9.63,373.0,11.3,44456.0,12.55,37.15,34.75,15.5,29.3,46.84,51.68,7.18,0.03,3,Green,0.5,49.7,50.25
VAL VERDE,TX,2008,32570.0,47452.0,0.69,1,0.5,23597.0,95.27,2.16,0.84,76.97,1472.75,20.5,36573.0,36.95,25.2,21.75,16.1,27.0,54.46,44.87,7.494,0.03,0,Red,0.5,62.150000000000006,37.85
BOUNDARY,ID,2012,32560.0,10815.0,3.01,2,0.51,5346.0,94.96,0.35,2.08,4.15,319.0,17.8,38257.0,15.15,36.55,31.85,16.45,27.3,26.96,69.06,9.48,0.03,3,Green,0.49,51.699999999999996,48.3
MAVERICK,TX,2006,32560.0,50509.0,0.64,1,0.49,25773.0,96.51,0.84,1.54,94.11,1679.75,36.6,25542.0,49.35,19.9,20.3,10.45,25.9,68.74,30.64,12.65,0.03,0,Red,0.51,69.25,30.75
TOWNS,GA,2012,32560.0,10561.0,3.08,2,0.48,5514.0,97.78,0.63,0.3,2.11,322.0,18.4,37826.0,17.9,31.9,28.65,21.5,26.4,20.5,78.51,7.747876584638352,0.03,0,Red,0.52,49.8,50.15
BREWSTER,TX,2012,32530.0,9262.0,3.51,3,0.5,4586.0,94.2,1.27,1.55,43.8,476.0,15.1,39235.0,18.15,21.85,28.3,31.7,27.6,45.64,51.1,5.19,0.05,3,Green,0.5,40.0,60.0
GILCHRIST,FL,2012,32520.0,16892.0,1.93,1,0.52,8070.0,91.9,5.67,0.6,4.78,0.0,22.0,38016.0,21.55,38.0,29.55,10.9,31.5,23.83,74.81,7.747876584638352,0.0,3,Green,0.48,59.55,40.45
ADAMS,IN,2006,32500.0,33793.0,0.96,1,0.49,17124.0,98.26,0.58,0.22,3.57,696.75,13.5,41976.0,18.2,42.85,26.2,12.8,28.3,31.4,67.58,4.4,0.02,3,Green,0.51,61.05,39.0
ALLEGHANY,VA,2010,32500.0,16250.0,2.0,1,0.49,8296.0,93.53,4.71,0.18,1.08,579.0,13.1,43110.0,18.0,39.3,28.0,14.7,26.0,47.83,50.27,8.64,0.04,3,Green,0.51,57.3,42.7
BAMBERG,SC,2007,32500.0,15398.0,2.11,1,0.47,8179.0,37.49,61.07,0.29,1.6,772.0,27.4,27421.0,28.2,30.1,24.5,17.25,35.3,64.62,34.27,9.12,0.05,0,Red,0.53,58.3,41.75
JACKSON,IA,2010,32500.0,19848.0,1.64,1,0.5,10002.0,97.86,0.34,0.22,1.11,315.0,13.2,42274.0,13.5,43.55,27.6,15.35,30.7,59.48,38.84,7.16,0.02,3,Green,0.5,57.05,42.95
MAGOFFIN,KY,2010,32500.0,13333.0,2.44,2,0.5,6657.0,98.91,0.14,0.28,0.71,103.0,29.4,28943.0,39.65,31.45,20.65,8.2,34.1,37.23,60.73,20.44,0.01,0,Red,0.5,71.1,28.849999999999998
MORGAN,KY,2012,32500.0,13536.0,2.4,2,0.56,5932.0,94.45,4.06,0.23,0.8,543.0,30.8,30678.0,34.4,34.9,20.7,9.95,35.3,30.61,67.55,10.62,0.04,0,Red,0.44,69.3,30.65
MORTON,ND,2006,32500.0,25519.0,1.27,1,0.5,12844.0,94.76,0.44,3.21,1.22,1374.5,10.0,43807.0,14.05,31.0,33.4,21.55,28.2,35.27,62.62,3.29,0.05,3,Green,0.5,45.05,54.95
NODAWAY,MO,2012,32500.0,23320.0,1.39,1,0.51,11523.0,94.55,2.63,0.28,1.42,1004.0,20.8,40296.0,10.15,40.65,24.0,25.2,28.4,35.34,62.31,5.58,0.04,3,Green,0.49,50.8,49.2
PERRY,TN,2010,32500.0,7915.0,4.11,3,0.5,3941.0,96.26,1.53,0.62,1.66,305.0,21.4,31486.0,30.95,38.0,22.05,8.95,29.3,41.08,56.7,13.47,0.04,0,Red,0.5,68.95,31.0
BOSQUE,TX,2008,32490.0,17598.0,1.85,1,0.49,8910.0,93.97,3.39,0.94,16.78,982.75,13.9,41871.0,19.95,33.85,29.2,16.9,25.8,23.5,75.36,6.74,0.06,3,Green,0.51,53.8,46.099999999999994
POTTER,PA,2008,32460.0,16853.0,1.93,1,0.5,8402.0,97.28,0.89,0.34,1.2,566.0,14.4,36175.0,15.7,47.5,23.1,13.65,30.0,30.64,68.06,7.14,0.03,0,Red,0.5,63.2,36.75
MASON,IL,2008,32430.0,14900.0,2.18,1,0.49,7602.0,97.45,0.85,0.4,1.3,0.0,13.5,42022.0,15.65,42.85,28.2,13.3,28.5,52.03,46.14,7.81,0.0,3,Green,0.51,58.5,41.5
AITKIN,MN,2008,32400.0,15820.0,2.05,1,0.51,7803.0,95.44,0.56,2.64,1.18,328.25,13.9,39680.0,14.15,39.15,32.7,14.0,27.2,48.83,48.77,8.1,0.02,3,Green,0.49,53.3,46.7
GARRARD,KY,2009,32400.0,17048.0,1.9,1,0.49,8630.0,95.74,3.06,0.2,2.59,536.0,17.2,40210.0,25.15,36.95,24.75,13.1,33.4,26.8,71.99,7.97,0.03,3,Green,0.51,62.1,37.85
HENRY,IA,2008,32400.0,20075.0,1.61,1,0.52,9734.0,94.04,2.08,0.36,2.51,976.5,12.1,47353.0,10.9,38.25,32.8,18.05,28.4,46.38,51.42,5.4,0.05,3,Green,0.48,49.15,50.849999999999994
JASPER,GA,2012,32400.0,13644.0,2.37,2,0.49,6917.0,75.73,21.96,0.49,3.67,386.0,20.3,41842.0,27.1,37.65,24.3,11.0,30.6,30.59,68.58,7.747876584638352,0.03,3,Green,0.51,64.75,35.3
MADISON,FL,2010,32400.0,19224.0,1.69,1,0.52,9189.0,59.17,38.93,0.58,4.68,0.0,23.4,31942.0,25.15,36.35,27.15,11.35,36.3,47.93,51.18,9.298865844544112,0.0,0,Red,0.48,61.5,38.5
TODD,MN,2010,32400.0,24895.0,1.3,1,0.51,12149.0,97.36,0.42,0.36,5.17,338.0,16.9,40183.0,16.85,39.15,31.75,12.25,29.7,41.94,55.54,7.73,0.01,3,Green,0.49,56.0,44.0
WINSTON,MS,2008,32400.0,19465.0,1.66,1,0.49,10022.0,53.68,44.4,0.96,2.08,656.5,20.6,33002.0,26.35,33.4,25.35,14.85,35.6,45.66,53.95,7.41,0.03,0,Red,0.51,59.75,40.2
MITCHELL,TX,2012,32360.0,9331.0,3.47,3,0.62,3575.0,83.67,12.75,1.41,38.35,391.0,24.0,37395.0,26.45,38.8,23.6,11.1,28.5,23.23,75.82,6.17,0.04,0,Red,0.38,65.25,34.7
MONTGOMERY,MO,2010,32360.0,12236.0,2.64,2,0.5,6118.0,96.45,1.69,0.19,1.41,237.0,16.8,38145.0,22.35,43.2,23.1,11.4,31.2,36.37,62.03,11.14,0.02,3,Green,0.5,65.55000000000001,34.5
UNION,LA,2006,32360.0,22852.0,1.42,1,0.49,11717.0,70.6,27.91,0.35,3.17,1802.0,20.8,33709.0,21.25,43.35,23.15,12.3,31.9,28.69,69.83,8.516,0.08,0,Red,0.51,64.6,35.45
BATH,KY,2010,32330.0,11591.0,2.79,2,0.5,5840.0,97.17,1.35,0.26,1.35,495.0,27.8,32091.0,32.5,37.4,19.3,10.9,34.4,45.8,52.18,14.61,0.04,0,Red,0.5,69.9,30.200000000000003
CURRITUCK,NC,2010,32320.0,23547.0,1.37,1,0.5,11878.0,91.29,5.89,0.46,2.99,858.0,11.1,53939.0,17.4,31.4,33.05,18.1,29.2,32.59,65.73,8.9,0.04,1,Blue,0.5,48.8,51.15
HENRY,AL,2006,32310.0,16529.0,1.95,1,0.48,8588.0,67.26,31.36,0.3,2.16,336.5,17.8,35398.0,26.35,31.5,26.6,15.6,33.6,34.11,65.44,4.02,0.02,0,Red,0.52,57.85,42.2
BENTON,MN,2009,32300.0,40311.0,0.8,1,0.51,19837.0,94.88,1.87,0.71,1.9,610.0,12.2,49671.0,11.45,33.15,35.75,19.65,27.3,43.2,53.92,8.46,0.02,1,Blue,0.49,44.599999999999994,55.4
BENZIE,MI,2007,32300.0,17513.0,1.84,1,0.5,8791.0,95.44,1.11,1.76,2.12,228.0,9.7,41198.0,11.05,34.3,30.35,24.3,28.8,50.87,47.61,8.07,0.01,3,Green,0.5,45.349999999999994,54.650000000000006
BOTETOURT,VA,2007,32300.0,32468.0,0.99,1,0.5,16258.0,93.04,4.96,0.3,1.27,782.25,6.2,58744.0,13.05,33.4,29.6,23.95,27.8,32.13,66.62,2.64,0.02,1,Blue,0.5,46.45,53.55
COLORADO,TX,2010,32300.0,20874.0,1.55,1,0.5,10527.0,83.96,13.55,0.89,26.12,1507.0,17.3,41395.0,24.4,34.9,23.95,16.65,28.8,27.52,71.81,8.13,0.07,3,Green,0.5,59.3,40.599999999999994
CRAWFORD,IN,2010,32300.0,10713.0,3.02,2,0.51,5277.0,98.03,0.32,0.42,1.18,215.0,17.0,39358.0,23.75,46.3,20.5,9.4,38.4,46.33,51.59,12.94,0.02,3,Green,0.49,70.05,29.9
GULF,FL,2011,32300.0,15758.0,2.05,1,0.6,6364.0,78.94,18.59,0.45,4.44,0.0,23.2,37373.0,21.55,36.85,27.25,14.3,31.6,28.7,69.98,8.610905864774008,0.0,0,Red,0.4,58.400000000000006,41.55
KLICKITAT,WA,2012,32300.0,20638.0,1.57,1,0.5,10219.0,92.99,0.5,2.72,11.46,461.0,17.2,46001.0,15.4,31.05,32.45,21.1,25.7,44.75,51.74,10.26,0.02,3,Green,0.5,46.45,53.550000000000004
LA PAZ,AZ,2006,32300.0,20101.0,1.61,1,0.51,9800.0,81.63,1.51,14.29,26.37,1218.75,21.0,29534.0,26.75,35.45,27.85,9.95,22.1,35.66,62.84,5.77,0.06,0,Red,0.49,62.2,37.8
LAGRANGE,IN,2010,32300.0,37128.0,0.87,1,0.5,18400.0,98.44,0.36,0.24,3.55,749.0,16.1,44151.0,38.25,33.7,18.75,9.4,32.7,34.85,63.48,12.06,0.02,3,Green,0.5,71.95,28.15
MARSHALL,MS,2012,32300.0,36549.0,0.88,1,0.5,18440.0,50.9,47.68,0.33,3.31,1851.0,27.3,33423.0,29.8,36.9,22.2,11.05,39.4,59.42,39.86,10.88,0.05,0,Red,0.5,66.7,33.25
OTOE,NE,2008,32300.0,15425.0,2.09,1,0.5,7785.0,97.31,0.82,0.49,4.73,508.5,9.6,48927.0,11.6,38.85,29.75,19.75,32.1,41.1,56.87,3.51,0.03,1,Blue,0.5,50.45,49.5
ROOSEVELT,NM,2011,32300.0,20432.0,1.58,1,0.5,10155.0,92.6,2.14,1.96,39.98,1332.0,24.7,34055.0,22.65,25.3,28.5,23.55,26.9,30.27,66.84,5.75,0.07,0,Red,0.5,47.95,52.05
BANDERA,TX,2010,32290.0,20485.0,1.58,1,0.5,10313.0,97.04,0.5,0.98,16.67,617.0,16.5,46678.0,14.1,31.45,32.75,21.6,29.0,21.96,76.59,7.81,0.03,3,Green,0.5,45.55,54.35
LEE,GA,2011,32290.0,28578.0,1.13,1,0.5,14258.0,76.61,19.4,0.3,2.08,1384.0,12.7,60652.0,14.9,32.45,31.35,21.35,31.8,23.51,75.72,8.610905864774008,0.05,1,Blue,0.5,47.35,52.7
COLORADO,TX,2011,32230.0,20806.0,1.55,1,0.5,10489.0,83.9,13.37,0.91,26.91,1478.0,16.8,42451.0,24.4,34.9,23.95,16.65,30.1,26.26,73.02,7.74,0.07,3,Green,0.5,59.3,40.599999999999994
GREEN,KY,2012,32230.0,11297.0,2.85,2,0.5,5694.0,96.15,2.08,0.37,1.52,283.0,21.9,32246.0,31.45,38.7,19.8,10.05,33.0,23.99,74.84,8.32,0.03,0,Red,0.5,70.15,29.85
ALGER,MI,2011,32200.0,9515.0,3.38,3,0.55,4313.0,86.22,6.44,4.07,1.23,201.0,16.3,39486.0,14.6,43.0,26.15,16.25,31.9,48.94,49.35,12.67,0.02,3,Green,0.45,57.6,42.4
LAWRENCE,SD,2006,32200.0,22920.0,1.4,1,0.49,11611.0,95.14,0.48,2.62,2.26,1406.25,15.7,35911.0,9.35,31.6,31.6,27.45,22.1,37.37,60.8,2.88,0.06,0,Red,0.51,40.95,59.05
MCINTOSH,GA,2009,32200.0,11411.0,2.82,2,0.48,5879.0,62.8,34.51,0.6,2.13,649.0,21.2,34659.0,23.0,36.95,27.5,12.55,31.5,46.23,52.91,8.737681398252178,0.06,0,Red,0.52,59.95,40.05
TROUSDALE,TN,2007,32200.0,7807.0,4.12,3,0.5,3879.0,87.84,10.27,0.36,3.0,846.75,15.2,39212.0,29.4,37.6,21.0,12.05,30.9,48.65,49.38,5.67,0.11,3,Green,0.5,67.0,33.05
WILCOX,GA,2011,32160.0,9210.0,3.49,3,0.59,3767.0,62.79,35.53,0.23,3.74,118.0,32.8,30500.0,25.55,46.75,18.95,8.75,32.9,33.14,66.27,8.610905864774008,0.01,0,Red,0.41,72.3,27.7
WALTHALL,MS,2009,32130.0,15315.0,2.1,1,0.48,7905.0,53.78,44.19,0.24,1.99,710.0,27.3,27777.0,26.4,39.5,23.65,10.35,39.3,44.78,54.57,11.34,0.05,0,Red,0.52,65.9,34.0
MACON,MO,2010,32120.0,15566.0,2.06,1,0.49,7951.0,95.5,2.27,0.22,0.96,366.0,15.1,37130.0,17.2,44.9,23.7,14.15,30.9,34.75,63.51,9.27,0.02,0,Red,0.51,62.099999999999994,37.85
OCONEE,GA,2006,32120.0,29962.0,1.07,1,0.49,15263.0,89.85,7.05,0.22,3.95,860.25,6.9,66586.0,9.5,22.2,24.35,44.0,27.3,27.45,71.63,5.0724936472346815,0.03,2,Yellow,0.51,31.7,68.35
DUKES,MA,2007,32100.0,15587.0,2.06,1,0.49,7928.0,92.01,3.21,1.93,2.03,498.25,6.8,57553.0,6.5,22.6,28.55,42.35,19.1,74.4,23.86,3.88,0.03,1,Blue,0.51,29.1,70.9
GRANT,AR,2008,32100.0,17746.0,1.81,1,0.5,8828.0,92.68,5.12,0.65,2.33,296.0,11.5,45165.0,16.35,42.4,26.25,15.0,32.4,22.99,73.94,5.25,0.02,3,Green,0.5,58.75,41.25
HENRY,IA,2007,32100.0,20148.0,1.59,1,0.52,9732.0,94.16,1.96,0.35,2.5,976.5,11.8,43867.0,10.9,38.25,32.8,18.05,28.0,45.7,52.37,4.68,0.05,3,Green,0.48,49.15,50.849999999999994
KOSSUTH,IA,2011,32100.0,15398.0,2.08,1,0.5,7741.0,98.15,0.38,0.27,1.49,233.0,10.7,46294.0,9.75,38.4,35.2,16.65,31.5,45.07,53.39,4.35,0.02,3,Green,0.5,48.15,51.85
MOORE,TX,2012,32100.0,22438.0,1.43,1,0.52,10775.0,85.89,3.21,1.54,52.17,939.0,13.9,47445.0,36.25,26.4,25.15,12.2,31.2,19.34,79.6,4.41,0.04,3,Green,0.48,62.65,37.349999999999994
MORGAN,GA,2011,32100.0,17898.0,1.79,1,0.48,9236.0,74.11,23.4,0.58,2.85,420.0,16.5,46176.0,19.7,35.9,24.0,20.4,31.0,31.32,67.75,8.610905864774008,0.02,3,Green,0.52,55.599999999999994,44.4
ORANGE,VT,2010,32100.0,28936.0,1.11,1,0.5,14515.0,97.36,0.38,0.3,0.97,299.0,12.5,48008.0,11.9,36.35,24.8,26.95,28.1,64.57,32.95,5.91,0.01,3,Green,0.5,48.25,51.75
REEVES,TX,2011,32100.0,13812.0,2.32,2,0.6,5480.0,92.45,5.19,0.67,74.49,597.0,33.0,32839.0,45.55,26.3,19.4,8.75,30.2,56.2,42.71,8.04,0.04,0,Red,0.4,71.85,28.15
TODD,KY,2010,32100.0,12460.0,2.58,2,0.49,6308.0,90.46,8.13,0.15,3.96,339.0,23.6,36173.0,29.4,38.3,21.45,10.9,32.9,30.48,68.17,10.06,0.03,0,Red,0.51,67.69999999999999,32.35
TRINITY,TX,2007,32100.0,14021.0,2.29,2,0.48,7253.0,85.36,11.85,0.78,8.23,580.25,18.0,33064.0,21.7,38.8,29.0,10.55,28.4,32.63,66.58,4.8,0.04,0,Red,0.52,60.5,39.55
BULLOCK,AL,2009,32030.0,10913.0,2.94,2,0.56,4854.0,28.7,69.42,0.51,6.98,220.0,34.7,24206.0,34.05,35.9,19.45,10.55,39.4,74.63,25.15,15.56,0.02,0,Red,0.44,69.94999999999999,30.0
SPENCER,IN,2006,32020.0,20256.0,1.58,1,0.51,10003.0,97.68,1.1,0.29,2.22,365.75,9.4,48529.0,14.5,43.65,27.45,14.45,29.0,44.5,54.45,5.0,0.02,1,Blue,0.49,58.15,41.9
BRANTLEY,GA,2009,32000.0,15774.0,2.03,1,0.49,7979.0,91.11,6.96,0.29,2.24,259.0,19.9,34631.0,22.9,47.85,22.2,7.0,29.2,17.28,81.38,8.737681398252178,0.02,0,Red,0.51,70.75,29.2
CANDLER,GA,2008,32000.0,10453.0,3.06,2,0.49,5287.0,71.7,25.53,0.92,12.15,232.75,23.7,31651.0,33.7,32.25,21.8,12.3,30.1,34.37,64.98,5.911735029940126,0.02,0,Red,0.51,65.95,34.1
CRAWFORD,WI,2007,32000.0,16890.0,1.89,1,0.51,8208.0,96.11,2.26,0.4,1.31,784.75,11.7,41072.0,14.2,41.45,29.35,15.0,26.6,60.63,37.47,5.43,0.05,3,Green,0.49,55.650000000000006,44.35
DEAF SMITH,TX,2008,32000.0,18399.0,1.74,1,0.5,9245.0,95.27,2.24,1.1,64.39,1332.75,19.3,35710.0,33.05,29.25,24.7,13.0,27.5,26.29,73.06,4.78,0.07,0,Red,0.5,62.3,37.7
FAYETTE,IL,2006,32000.0,21119.0,1.52,1,0.51,10269.0,94.49,4.28,0.21,1.33,0.0,17.9,35089.0,22.6,41.05,25.85,10.45,26.0,39.19,59.2,5.6,0.0,0,Red,0.49,63.65,36.3
HARRISON,MO,2009,32000.0,8743.0,3.66,3,0.49,4434.0,96.67,1.04,0.51,2.01,199.0,19.1,33070.0,17.7,47.05,23.45,11.9,32.0,31.31,65.87,7.64,0.02,0,Red,0.51,64.75,35.35
LEWIS,TN,2007,32000.0,11545.0,2.77,2,0.49,5891.0,95.47,2.59,0.36,1.86,834.25,17.9,34162.0,23.65,41.55,24.6,10.25,27.7,38.83,59.73,7.27,0.07,0,Red,0.51,65.19999999999999,34.85
NORTHAMPTON,VA,2010,32000.0,12389.0,2.58,2,0.48,6460.0,60.97,36.67,0.23,7.05,366.0,18.7,35308.0,25.75,31.3,23.5,19.45,29.8,57.67,41.21,8.48,0.03,0,Red,0.52,57.05,42.95
PAGE,IA,2007,32000.0,15911.0,2.01,1,0.52,7706.0,95.39,2.21,0.62,2.51,328.0,12.2,42029.0,12.35,37.05,32.0,18.6,28.8,36.92,61.81,4.59,0.02,3,Green,0.48,49.4,50.6
POCAHONTAS,WV,2009,32000.0,8393.0,3.81,3,0.52,4039.0,97.43,1.44,0.13,1.0,285.0,21.6,30757.0,22.1,45.15,18.0,14.8,30.9,40.98,56.67,11.95,0.03,0,Red,0.48,67.25,32.8
TYLER,TX,2006,32000.0,20152.0,1.59,1,0.52,9620.0,84.81,12.68,0.81,5.73,520.75,18.2,33034.0,21.75,41.6,25.75,10.9,25.2,30.85,68.23,6.45,0.03,0,Red,0.48,63.35,36.65
WALLOWA,OR,2012,32000.0,6801.0,4.71,3,0.49,3471.0,96.4,0.4,0.81,2.37,101.0,16.6,40554.0,9.8,33.6,33.5,23.05,25.0,29.8,66.68,11.54,0.01,3,Green,0.51,43.400000000000006,56.55
MOORE,TX,2010,31990.0,21904.0,1.46,1,0.52,10587.0,89.02,1.77,1.59,52.69,997.0,15.0,44680.0,36.25,26.4,25.15,12.2,31.5,19.99,79.18,5.36,0.05,3,Green,0.48,62.65,37.349999999999994
RUNNELS,TX,2010,31990.0,10501.0,3.05,2,0.49,5304.0,95.5,2.06,1.18,32.01,356.0,23.1,32628.0,26.3,35.6,22.0,16.1,32.6,16.39,82.62,8.32,0.03,0,Red,0.51,61.900000000000006,38.1
BOSQUE,TX,2010,31960.0,18212.0,1.75,1,0.5,9159.0,95.98,1.73,0.72,16.07,933.0,17.5,40732.0,19.95,33.85,29.2,16.9,28.3,21.04,77.68,8.79,0.05,3,Green,0.5,53.8,46.099999999999994
WASHBURN,WI,2006,31960.0,16503.0,1.94,1,0.5,8205.0,96.67,0.5,1.37,1.39,771.75,13.6,37779.0,12.1,38.25,31.05,18.6,26.4,50.34,48.5,6.62,0.05,0,Red,0.5,50.35,49.650000000000006
WYANDOT,OH,2008,31960.0,22390.0,1.43,1,0.49,11317.0,97.53,0.89,0.17,1.85,284.75,8.4,47168.0,13.5,47.7,26.4,12.4,30.2,40.64,57.12,7.89,0.01,3,Green,0.51,61.2,38.8
CLINCH,GA,2007,31950.0,6908.0,4.63,3,0.49,3489.0,65.71,31.2,1.09,1.93,317.0,24.0,30119.0,33.75,33.3,21.55,11.35,30.3,35.79,63.25,4.952953714072414,0.05,0,Red,0.51,67.05,32.9
HUMBOLDT,NV,2008,31940.0,17904.0,1.78,1,0.52,8568.0,90.94,1.12,4.88,23.28,520.0,10.2,58005.0,19.2,32.95,33.15,14.7,29.9,33.7,63.31,4.92,0.03,1,Blue,0.48,52.150000000000006,47.849999999999994
LEE,SC,2007,31930.0,20119.0,1.59,1,0.53,9552.0,36.89,61.49,0.3,3.47,546.0,26.2,30448.0,30.45,38.8,20.35,10.4,36.7,64.54,34.37,8.12,0.03,0,Red,0.47,69.25,30.75
BOLIVAR,MS,2009,31900.0,36680.0,0.87,1,0.48,19249.0,34.31,64.01,0.2,1.8,2708.0,35.1,27001.0,29.3,24.35,25.45,20.85,39.3,67.7,31.54,10.61,0.07,0,Red,0.52,53.650000000000006,46.3
DOUGLAS,MO,2008,31900.0,13578.0,2.35,2,0.49,6879.0,95.94,0.79,1.02,1.65,315.0,21.8,29051.0,24.95,41.95,23.45,9.65,29.7,31.88,65.63,6.78,0.02,0,Red,0.51,66.9,33.1
KLICKITAT,WA,2010,31900.0,20318.0,1.57,1,0.51,10050.0,93.48,0.38,2.65,10.69,1061.0,17.4,42510.0,15.4,31.05,32.45,21.1,27.8,46.8,50.19,12.22,0.05,3,Green,0.49,46.45,53.550000000000004
MACON,AL,2009,31900.0,21314.0,1.5,1,0.47,11310.0,18.99,78.81,0.3,1.33,510.0,38.6,26328.0,24.2,28.65,27.75,19.45,41.4,86.91,12.82,12.22,0.02,0,Red,0.53,52.849999999999994,47.2
MARSHALL,IL,2011,31900.0,12477.0,2.56,2,0.49,6323.0,98.09,0.42,0.22,2.73,0.0,10.7,50571.0,11.05,40.75,32.2,15.95,30.8,43.64,54.59,8.81,0.0,1,Blue,0.51,51.8,48.150000000000006
